gid,authoritativeCounty,authoritativeSubCounty,authoritativeWard,databaseWardId,databaseWardName,databaseCountyId,databaseCountyName,databaseSubCountyId,databaseSubCountyName,countyExact,countyNormalized,subCountyExact,subCountyNormalized,classification,reason
1464,Migori,Suna East Sub County,Kakrao Ward,1034,Kakrao Ward,49,Migori,1553,Suna East,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1465,Migori,Suna East Sub County,Kwa Ward,1035,Kwa Ward,49,Migori,1553,Suna East,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1466,Migori,Suna West Sub County,Wiga Ward,1036,Wiga Ward,49,Migori,1554,Suna West,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1467,Migori,Suna West Sub County,Waseweta Ii Ward,1037,Waseweta Ii Ward,49,Migori,1554,Suna West,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1468,Migori,Suna West Sub County,Ragana-oruba Ward,1038,Ragana-oruba Ward,49,Migori,1554,Suna West,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1469,Migori,Suna West Sub County,Wasimbete Ward,1039,Wasimbete Ward,49,Migori,1554,Suna West,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1470,Migori,Uriri Sub County,West Kanyamkago Ward,1040,West Kanyamkago Ward,49,Migori,1555,Uriri,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1471,Migori,Uriri Sub County,North  Kanyamkago Ward,1041,North  Kanyamkago Ward,49,Migori,1555,Uriri,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1472,Migori,Uriri Sub County,Central Kanyamkago Ward,1042,Central Kanyamkago Ward,49,Migori,1555,Uriri,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1473,Migori,Uriri Sub County,South Kanyamkago Ward,1043,South Kanyamkago Ward,49,Migori,1555,Uriri,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1474,Migori,Uriri Sub County,East Kanyamkago Ward,1044,East Kanyamkago Ward,49,Migori,1555,Uriri,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1475,Migori,Nyatike Sub County,Kachieng' Ward,1045,Kachieng' Ward,49,Migori,1551,Nyatike,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1486,Migori,Kuria West Sub County,Masaba Ward,1046,Masaba Ward,49,Migori,1550,Kuria West,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1490,Migori,Kuria East Sub County,Ntimaru West Ward,1047,Ntimaru West Ward,49,Migori,1549,Kuria East,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1520,Machakos,Athi River Sub County,Mathatani Ward,1048,Mathatani Ward,50,Machakos,1351,Athi River,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1521,Machakos,Athi River Sub County,Syokimau-mulolongo Ward,1049,Syokimau-mulolongo Ward,50,Machakos,1351,Athi River,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1522,Machakos,Machakos Sub County,Kalama Ward,1050,Kalama Ward,50,Machakos,1355,Machakos,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1523,Machakos,Machakos Sub County,Mua Ward,1051,Mua Ward,50,Machakos,1355,Machakos,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1524,Machakos,Machakos Sub County,Mutituni Ward,1052,Mutituni Ward,50,Machakos,1355,Machakos,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1525,Machakos,Machakos Sub County,Township Ward,1053,Township Ward,50,Machakos,1355,Machakos,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1526,Machakos,Machakos Sub County,Mumbuni North Ward,1054,Mumbuni North Ward,50,Machakos,1355,Machakos,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1527,Machakos,Machakos Sub County,Muvuti-kiima-kimwe Ward,1055,Muvuti-kiima-kimwe Ward,50,Machakos,1355,Machakos,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1528,Machakos,Machakos Sub County,Kola Ward,1056,Kola Ward,50,Machakos,1355,Machakos,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1529,Machakos,Mwala Sub County,Mbiuni Ward,1057,Mbiuni Ward,50,Machakos,1358,Mwala,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1530,Machakos,Mwala Sub County,Makutano-mwala Ward,1058,Makutano-mwala Ward,50,Machakos,1358,Mwala,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1531,Machakos,Mwala Sub County,Masii Ward,1059,Masii Ward,50,Machakos,1358,Mwala,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1532,Machakos,Mwala Sub County,Muthetheni Ward,1060,Muthetheni Ward,50,Machakos,1358,Mwala,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1533,Machakos,Mwala Sub County,Wamunyu Ward,1061,Wamunyu Ward,50,Machakos,1358,Mwala,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1534,Machakos,Mwala Sub County,Kibauni Ward,1062,Kibauni Ward,50,Machakos,1358,Mwala,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1535,Homa Bay,Kasipul Sub County,West Kasipul Ward,1063,West Kasipul Ward,51,Homa Bay,267,Kasipul Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1536,Homa Bay,Kasipul Sub County,South Kasipul Ward,1064,South Kasipul Ward,51,Homa Bay,267,Kasipul Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1537,Homa Bay,Kasipul Sub County,Central Kasipul Ward,1065,Central Kasipul Ward,51,Homa Bay,267,Kasipul Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1538,Homa Bay,Kasipul Sub County,East Kamagak Ward,1066,East Kamagak Ward,51,Homa Bay,267,Kasipul Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1539,Homa Bay,Kasipul Sub County,West Kamagak Ward,1067,West Kamagak Ward,51,Homa Bay,267,Kasipul Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1540,Homa Bay,Kabondo Kasipul Sub County,Kabondo East Ward,1068,Kabondo East Ward,51,Homa Bay,268,Kabondo Kasipul Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1541,Homa Bay,Kabondo Kasipul Sub County,Kabondo West Ward,1069,Kabondo West Ward,51,Homa Bay,268,Kabondo Kasipul Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1542,Homa Bay,Kabondo Kasipul Sub County,Kokwanyo/kakelo Ward,1070,Kokwanyo/kakelo Ward,51,Homa Bay,268,Kabondo Kasipul Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1543,Homa Bay,Kabondo Kasipul Sub County,Kojwach Ward,1071,Kojwach Ward,51,Homa Bay,268,Kabondo Kasipul Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1544,Homa Bay,Karachuonyo Sub County,West Karachuonyo Ward,1072,West Karachuonyo Ward,51,Homa Bay,269,Karachuonyo Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1545,Homa Bay,Karachuonyo Sub County,North Karachuonyo Ward,1073,North Karachuonyo Ward,51,Homa Bay,269,Karachuonyo Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1546,Homa Bay,Karachuonyo Sub County,Central Ward,1074,Central Ward,51,Homa Bay,269,Karachuonyo Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1547,Homa Bay,Karachuonyo Sub County,Kanyaluo Ward,1075,Kanyaluo Ward,51,Homa Bay,269,Karachuonyo Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1553,Homa Bay,Rangwe Sub County,Kagan Ward,1076,Kagan Ward,51,Homa Bay,1545,Rangwe,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1554,Homa Bay,Rangwe Sub County,Kochia Ward,1077,Kochia Ward,51,Homa Bay,1545,Rangwe,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1555,Homa Bay,Homa Bay Town Sub County,Homa Bay Central Ward,1078,Homa Bay Central Ward,51,Homa Bay,271,Homa Bay Town Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1556,Homa Bay,Homa Bay Town Sub County,Homa Bay Arujo Ward,1079,Homa Bay Arujo Ward,51,Homa Bay,271,Homa Bay Town Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1558,Homa Bay,Homa Bay Town Sub County,Homa Bay East Ward,1080,Homa Bay East Ward,51,Homa Bay,271,Homa Bay Town Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1559,Homa Bay,Ndhiwa Sub County,Kwabwai Ward,1081,Kwabwai Ward,51,Homa Bay,1541,Ndhiwa,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1560,Homa Bay,Ndhiwa Sub County,Kanyadoto Ward,1082,Kanyadoto Ward,51,Homa Bay,1541,Ndhiwa,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1561,Homa Bay,Ndhiwa Sub County,Kanyikela Ward,1083,Kanyikela Ward,51,Homa Bay,1541,Ndhiwa,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1562,Homa Bay,Ndhiwa Sub County,Kabouch North Ward,1084,Kabouch North Ward,51,Homa Bay,1541,Ndhiwa,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1563,Homa Bay,Ndhiwa Sub County,Kabuoch South/pala Ward,1085,Kabuoch South/pala Ward,51,Homa Bay,1541,Ndhiwa,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1565,Homa Bay,Ndhiwa Sub County,Kanyamwa Kosewe Ward,1086,Kanyamwa Kosewe Ward,51,Homa Bay,1541,Ndhiwa,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1566,Homa Bay,Mbita Sub County,Mfangano Island Ward,1087,Mfangano Island Ward,51,Homa Bay,273,Mbita Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1567,Homa Bay,Mbita Sub County,Rusinga Island Ward,1088,Rusinga Island Ward,51,Homa Bay,273,Mbita Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1568,Homa Bay,Mbita Sub County,Kasgunga Ward,1089,Kasgunga Ward,51,Homa Bay,273,Mbita Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1579,Vihiga,Sabatia Sub County,Chavakali Ward,1090,Chavakali Ward,52,Vihiga,1508,Sabatia,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1582,Vihiga,Sabatia Sub County,Busali Ward,1091,Busali Ward,52,Vihiga,1508,Sabatia,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1583,Vihiga,Hamisi Sub County,Shiru Ward,1092,Shiru Ward,52,Vihiga,1510,Hamisi,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1584,Vihiga,Hamisi Sub County,Gisambai Ward,1093,Gisambai Ward,52,Vihiga,1510,Hamisi,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1585,Vihiga,Hamisi Sub County,Muhudu Ward,1094,Muhudu Ward,52,Vihiga,1510,Hamisi,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1586,Vihiga,Hamisi Sub County,Tambua Ward,1095,Tambua Ward,52,Vihiga,1510,Hamisi,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1587,Vihiga,Hamisi Sub County,Jepkoyai Ward,1096,Jepkoyai Ward,52,Vihiga,1510,Hamisi,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1591,Vihiga,Luanda Sub County,Luanda South Ward,1097,Luanda South Ward,52,Vihiga,1509,Luanda,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1593,Vihiga,Emuhaya Sub County,North East Bunyore Ward,1098,North East Bunyore Ward,52,Vihiga,1506,Emuhaya,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1596,Vihiga,Hamisi Sub County,Banja Ward,1099,Banja Ward,52,Vihiga,1510,Hamisi,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1597,Vihiga,Vihiga Sub County,South Maragoli Ward,1100,South Maragoli Ward,52,Vihiga,1507,Vihiga,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1598,Vihiga,Hamisi Sub County,Shamakhokho Ward,1101,Shamakhokho Ward,52,Vihiga,1510,Hamisi,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1600,Bungoma,Cheptais Sub County,Cheptais Ward,1102,Cheptais Ward,53,Bungoma,1516,Cheptais,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1603,Bungoma,Cheptais Sub County,Kakateny Ward,1103,Kakateny Ward,53,Bungoma,1516,Cheptais,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1604,Bungoma,Mt Elgon Sub County,Kaptama Ward,1104,Kaptama Ward,53,Bungoma,280,Mt Elgon Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1607,Bungoma,Sirisia Sub County,Malakisi/south Kulisiru Ward,1105,Malakisi/south Kulisiru Ward,53,Bungoma,281,Sirisia Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1608,Bungoma,Sirisia Sub County,Lwandanyi Ward,1106,Lwandanyi Ward,53,Bungoma,281,Sirisia Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1610,Bungoma,Kabuchai Sub County,West Nalondo Ward,1107,West Nalondo Ward,53,Bungoma,282,Kabuchai Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1612,Bungoma,Kabuchai Sub County,Mukuyuni Ward,1108,Mukuyuni Ward,53,Bungoma,282,Kabuchai Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1616,Bungoma,Bumula Sub County,Kabula  Ward,1109,Kabula  Ward,53,Bungoma,1511,Bumula,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1617,Bungoma,Bumula Sub County,Kimaeti Ward,1110,Kimaeti Ward,53,Bungoma,1511,Bumula,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1619,Bungoma,Bumula Sub County,Siboti Ward,1111,Siboti Ward,53,Bungoma,1511,Bumula,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1620,Bungoma,Kanduyi Sub County,Bukembe West Ward,1112,Bukembe West Ward,53,Bungoma,284,Kanduyi Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1621,Bungoma,Kanduyi Sub County,Bukembe East Ward,1113,Bukembe East Ward,53,Bungoma,284,Kanduyi Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1634,Bungoma,Webuye West Sub County,Bokoli Ward,1114,Bokoli Ward,53,Bungoma,1520,Webuye West,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1635,Bungoma,Kimilili Sub County,Kibingei Ward,1115,Kibingei Ward,53,Bungoma,1517,Kimilili,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1636,Bungoma,Kimilili Sub County,Kimilili Ward,1116,Kimilili Ward,53,Bungoma,1517,Kimilili,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1637,Bungoma,Kimilili Sub County,Maeni Ward,1117,Maeni Ward,53,Bungoma,1517,Kimilili,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1638,Bungoma,Kimilili Sub County,Kamukuywa Ward,1118,Kamukuywa Ward,53,Bungoma,1517,Kimilili,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1639,Bungoma,Tongaren Sub County,Mbakalo Ward,1119,Mbakalo Ward,53,Bungoma,1519,Tongaren,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1640,Bungoma,Tongaren Sub County,Naitiri/kabuyefwe Ward,1120,Naitiri/kabuyefwe Ward,53,Bungoma,1519,Tongaren,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1641,Bungoma,Tongaren Sub County,Milima Ward,1121,Milima Ward,53,Bungoma,1519,Tongaren,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1642,Bungoma,Tongaren Sub County,Ndalu/ Tabani Ward,1122,Ndalu/ Tabani Ward,53,Bungoma,1519,Tongaren,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1643,Bungoma,Tongaren Sub County,Tongaren Ward,1123,Tongaren Ward,53,Bungoma,1519,Tongaren,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1644,Bungoma,Tongaren Sub County,Soysambu/ Mitua Ward,1124,Soysambu/ Mitua Ward,53,Bungoma,1519,Tongaren,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1645,Kakamega,Lugari Sub County,Mautuma Ward,1125,Mautuma Ward,54,Kakamega,1500,Lugari,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1646,Kakamega,Lugari Sub County,Lugari Ward,1126,Lugari Ward,54,Kakamega,1500,Lugari,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1647,Kakamega,Lugari Sub County,Lumakanda Ward,1127,Lumakanda Ward,54,Kakamega,1500,Lugari,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1648,Kakamega,Lugari Sub County,Chekalini Ward,1128,Chekalini Ward,54,Kakamega,1500,Lugari,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1649,Kakamega,Lugari Sub County,Chevaywa Ward,1129,Chevaywa Ward,54,Kakamega,1500,Lugari,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1650,Kakamega,Lugari Sub County,Lwandeti Ward,1130,Lwandeti Ward,54,Kakamega,1500,Lugari,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1651,Kakamega,Likuyani Sub County,Likuyani Ward,1131,Likuyani Ward,54,Kakamega,1499,Likuyani,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1652,Kakamega,Likuyani Sub County,Sango Ward,1132,Sango Ward,54,Kakamega,1499,Likuyani,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1653,Kakamega,Likuyani Sub County,Kongoni Ward,1133,Kongoni Ward,54,Kakamega,1499,Likuyani,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1654,Kakamega,Likuyani Sub County,Nzoia Ward,1134,Nzoia Ward,54,Kakamega,1499,Likuyani,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1655,Kakamega,Likuyani Sub County,Sinoko Ward,1135,Sinoko Ward,54,Kakamega,1499,Likuyani,true,true,false,true,NAME_VARIANT_SAME_IDENTITY,SubCounty differs textually but resolves to the same normalized SubCounty identity.
1656,Kakamega,Malava Sub County,West Kabras Ward,1136,West Kabras Ward,54,Kakamega,290,Malava Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1657,Kakamega,Malava Sub County,Chemuche Ward,1137,Chemuche Ward,54,Kakamega,290,Malava Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1658,Kakamega,Malava Sub County,East Kabras Ward,1138,East Kabras Ward,54,Kakamega,290,Malava Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1659,Kakamega,Malava Sub County,Butali Chegulo Ward,1139,Butali Chegulo Ward,54,Kakamega,290,Malava Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1660,Kakamega,Malava Sub County,Manda-shivanga Ward,1140,Manda-shivanga Ward,54,Kakamega,290,Malava Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1661,Kakamega,Malava Sub County,Shirungu-mugai Ward,1141,Shirungu-mugai Ward,54,Kakamega,290,Malava Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1662,Kakamega,Malava Sub County,South Kabras Ward,1142,South Kabras Ward,54,Kakamega,290,Malava Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1663,Kakamega,Lurambi Sub County,Butsotso East Ward,1143,Butsotso East Ward,54,Kakamega,291,Lurambi Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1664,Kakamega,Lurambi Sub County,Butsotso South  Ward,1144,Butsotso South  Ward,54,Kakamega,291,Lurambi Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
1665,Kakamega,Lurambi Sub County,Butsotso Central Ward,1145,Butsotso Central Ward,54,Kakamega,291,Lurambi Sub County,true,true,true,true,EXACT_MATCH,Authoritative County and SubCounty names exactly match the database relational lineage.
