countyId,countyName,oldSubCountyId,oldSubCountyName,targetSubCountyId,targetSubCountyName,expectedWardCount,movedWardCount,oldWardCountAfter,targetWardCountAfter,oldFarmersAfter,oldFarmsAfter,oldBusinessPartnersAfter,status
"88","Nandi","555","Tinderet Sub County","1445","Tinderet","3","3","0","3","0","0","0","MIGRATED"
"80","Narok","416","Narok North Sub County","1471","Narok North","6","6","0","6","0","0","0","MIGRATED"
"80","Narok","417","Narok East Sub County","1470","Narok East","4","4","0","4","0","0","0","MIGRATED"
"80","Narok","418","Narok South Sub County","1472","Narok South","6","6","0","6","0","0","0","MIGRATED"
"80","Narok","419","Narok West Sub County","1473","Narok West","4","4","0","4","0","0","0","MIGRATED"
"94","Nyamira","498","Masaba North Sub County","1569","Masaba North","3","3","0","3","0","0","0","MIGRATED"
"94","Nyamira","499","Manga Sub County","1568","Manga","3","3","0","3","0","0","0","MIGRATED"
"94","Nyamira","501","Nyamira North Sub County","1570","Nyamira North","5","5","0","5","0","0","0","MIGRATED"
"94","Nyamira","502","Borabu Sub County","1567","Borabu","4","4","0","4","0","0","0","MIGRATED"
"67","Nyandarua","402","Kinangop Sub County","1369","Kinangop","8","8","0","8","0","0","0","MIGRATED"
"69","Nyeri","377","Nyeri Central Sub County","1383","Nyeri Central","5","5","0","5","0","0","0","MIGRATED"
"69","Nyeri","400","Mathira East Sub County","1379","Mathira East","4","4","0","4","0","0","0","MIGRATED"
"69","Nyeri","459","Mathira West Sub County","1380","Mathira West","2","2","0","2","0","0","0","MIGRATED"
"69","Nyeri","550","Tetu Sub County","1376","Tetu","3","3","0","3","0","0","0","MIGRATED"
"69","Nyeri","551","Kieni West Sub County","1378","Kieni West","4","4","0","4","0","0","0","MIGRATED"
"69","Nyeri","552","Kieni East Sub County","1377","Kieni East","4","4","0","4","0","0","0","MIGRATED"
"72","Samburu","420","Samburu North Sub County","1424","Samburu North","4","4","0","4","0","0","0","MIGRATED"
"83","Siaya","442","Rarieda Sub County","1534","Rarieda","5","5","0","5","0","0","0","MIGRATED"
"83","Siaya","481","Ugenya Sub County","1531","Ugenya","4","4","0","4","0","0","0","MIGRATED"
"83","Siaya","482","Ugunja Sub County","1532","Ugunja","3","3","0","3","0","0","0","MIGRATED"
"83","Siaya","530","Gem Sub County","1530","Gem","6","6","0","6","0","0","0","MIGRATED"
"83","Siaya","531","Bondo Sub County","1533","Bondo","6","6","0","6","0","0","0","MIGRATED"
"66","Tharaka Nithi","453","Igambang'ombe Sub County","1323","Igambang'ombe","2","2","0","2","0","0","0","MIGRATED"
"66","Tharaka Nithi","516","Tharaka North Sub County","1326","Tharaka North","2","2","0","2","0","0","0","MIGRATED"
"66","Tharaka Nithi","541","Tharaka South Sub County","1327","Tharaka South","3","3","0","3","0","0","0","MIGRATED"
"81","Trans Nzoia","422","Kwanza  Sub County","1427","Kwanza","4","4","0","4","0","0","0","MIGRATED"
"81","Trans Nzoia","424","Endebess Sub County","1428","Endebess","3","3","0","3","0","0","0","MIGRATED"
"81","Trans Nzoia","432","Kiminini  Sub County","1429","Kiminini","6","6","0","6","0","0","0","MIGRATED"
"70","Turkana","404","Turkana Central Sub County","1412","Turkana Central","5","5","0","5","0","0","0","MIGRATED"
"70","Turkana","413","Loima Sub County","1411","Loima","4","4","0","4","0","0","0","MIGRATED"
"70","Turkana","414","Turkana South Sub County","1415","Turkana South","5","5","0","5","0","0","0","MIGRATED"
"70","Turkana","522","Turkana East Sub County","1413","Turkana East","3","3","0","3","0","0","0","MIGRATED"
"78","Uasin Gishu","396","Soy Sub County","1434","Soy","7","7","0","7","0","0","0","MIGRATED"
"78","Uasin Gishu","398","Turbo Sub County","1435","Turbo","6","6","0","6","0","0","0","MIGRATED"
"78","Uasin Gishu","408","Moiben Sub County","1433","Moiben","5","5","0","5","0","0","0","MIGRATED"
"78","Uasin Gishu","409","Ainabkoi Sub County","1430","Ainabkoi","3","3","0","3","0","0","0","MIGRATED"
"78","Uasin Gishu","410","Kapseret Sub County","1431","Kapseret","5","5","0","5","0","0","0","MIGRATED"
"78","Uasin Gishu","538","Kesses Sub County","1432","Kesses","4","4","0","4","0","0","0","MIGRATED"
"71","West Pokot","415","Pokot Central Sub County","1418","Pokot Central","4","4","0","4","0","0","0","MIGRATED"
"71","West Pokot","553","Pokot South Sub County","1420","Pokot South","4","4","0","4","0","0","0","MIGRATED"
